DIFF_ND,DIFF_NF,DIFF_EN,SIZE_LA,SIZE_LD,PURP_FIX,PURP_MR,HIST_NDEV,SKIP_DOC,SKIP_MET,SKIP_COM,SKIP_FRM,SKIP_BLD,LABEL,CM_add,CM_api,CM_build,CM_fix,CM_gradle,CM_review,CM_test,CM_toolingcommons,CM_use,CM_version
3,3,0.411522633744856,4,23,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6974162325436088,0.0,0.716666309089997,0.0,0.0
1,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6974162325436088,0.0,0.716666309089997,0.0,0.0
1,1,0.0,6,1,0,0,0.0,1,0,0,0,0,0,0.5236439063022883,0.0,0.0,0.0,0.0,0.5941548596678383,0.0,0.6105547167335386,0.0,0.0
1,3,0.5950413223140496,6,5,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6974162325436088,0.0,0.716666309089997,0.0,0.0
1,3,0.5350504049880542,47,84,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6974162325436088,0.0,0.716666309089997,0.0,0.0
1,1,0.0,4,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6974162325436088,0.0,0.716666309089997,0.0,0.0
1,2,0.48,6,4,0,0,0.0,1,0,0,0,0,0,0.5236439063022883,0.0,0.0,0.0,0.0,0.5941548596678383,0.0,0.6105547167335386,0.0,0.0
1,2,0.21875,8,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6974162325436088,0.0,0.716666309089997,0.0,0.0
1,1,0.0,52,33,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6974162325436088,0.0,0.716666309089997,0.0,0.0
1,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.5236439063022883,0.0,0.0,0.0,0.0,0.5941548596678383,0.0,0.6105547167335386,0.0,0.0
1,1,0.0,4,4,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6974162325436088,0.0,0.716666309089997,0.0,0.0
1,1,0.0,0,2,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6974162325436088,0.0,0.716666309089997,0.0,0.0
1,2,0.5,2,2,0,0,0.0,1,0,0,0,0,0,0.5236439063022883,0.0,0.0,0.0,0.0,0.5941548596678383,0.0,0.6105547167335386,0.0,0.0
1,1,0.0,126,0,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,0.635552711806993,89,74,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,0.5940281238875045,204,8,0,0,0.0,1,0,0,0,0,0,0.0,0.712406242016047,0.0,0.0,0.0,0.0,0.0,0.0,0.7017673021284002,0.0
1,3,0.375,4,4,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0.0,0,2,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.7873613556235388,0.0,0.0,0.0,0.0,0.0,0.0,0.6164917644791883
1,1,0.0,2,2,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0.0,16,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,40,0,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.3922193877551021,44,12,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9,0.72629742182139,424,81,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.7019561679159498,0.0,0.0,0.0,0.0,0.7122201473735175,0.0
1,1,0.0,2,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,15,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.14201183431952646,0,13,0,0,0.0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.19753086419753085,32,4,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.19753086419753085,10,8,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.6117719236997103,0.0,0.5522875739295017,0.0,0.0,0.0,0.5663157679738584,0.0
1,1,0.0,0,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,0.0,1,1,1,0,0.0,1,0,0,0,1,0,0.0,0.0,0.8588814182669758,0.0,0.0,0.0,0.3863440405400476,0.0,0.0,0.33624543371605503
1,2,0.3550295857988165,7,6,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.42507804370447444,42,20,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,0.0,27,5,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,0.43783462224866154,31,10,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.04188556980423641,512,2,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,2,0.3500566893424035,68,16,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.625,5,3,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.5,2,2,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,10,0.7910698784722222,98,94,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,0.7256944444444444,15,9,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.25240054869684503,23,4,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,0.8291394525091624,216,5,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,0.7263999999999999,29,21,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.4930795847750865,30,4,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,2,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8,0.7723186682520808,130,15,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.5562130177514794,1,38,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.5,2,2,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7,0.7777562290112179,21,292,0,0,0.0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,6,0.73,12,8,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,3,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0.5761772853185596,31,7,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,2,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,0.0,5,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,2,0.4444444444444444,3,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.36281179138322006,10,11,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6974162325436088,0.0,0.716666309089997,0.0,0.0
1,3,0.66,14,6,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6974162325436088,0.0,0.716666309089997,0.0,0.0
1,2,0.49382716049382713,4,5,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5734291096349172,0.0,0.5892568947355589,0.5691707724663244,0.0
1,2,0.2811834319526627,39,26,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5734291096349172,0.0,0.5892568947355589,0.5691707724663244,0.0
2,4,0.59,12,8,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5734291096349172,0.0,0.5892568947355589,0.5691707724663244,0.0
1,1,0.0,2,4,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.5635865960703181,0.0,0.5761055529886916,0.0,0.5920072132545904,0.0,0.0
2,5,0.7267013888888889,216,24,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8,0.7760484158063368,216,49,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,3,3,1,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0.5925925925925926,9,9,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,10,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,15,0,0,0,0.0,1,0,0,0,0,0,0.6745065772223837,0.0,0.0,0.0,0.0,0.0,0.7382688380825405,0.0,0.0,0.0
1,2,0.31999999999999984,15,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,0.0,4,15,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.889860972867408,0.0,0.0,0.0,0.4562317930257273,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0.0,7,8,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.5,2,2,0,0,0.0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,0.6436479639707262,55,18,0,0,0.0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,28,0.9567317790380172,132,6,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7,0.7058102652825836,250,158,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,0.662825484764543,56,39,0,0,0.0,1,0,0,0,0,0,0.0,0.6848060530612106,0.7287253732996584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.49994218984853733,75,18,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.3856332703213612,21,2,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,0.8064307851239669,90,86,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.5897920604914935,14,9,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,30,0.9207338820301784,393,147,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7,0.7023376167711942,103,48,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,14,14,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,0,4,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,17,0.9111485918399584,886,0,0,0,0.0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.31999999999999984,5,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,9,0.8803224993701184,177,12,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,121,0,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0.6666666666666667,3,3,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0.6666666666666667,6,3,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,0.6915887850467289,91,16,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.48,4,6,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.47530864197530864,30,6,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,17,0.9113283950617284,197,28,0,0,0.0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.46875,3,5,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0.6666666666666667,105,0,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0.6666666666666667,0,153,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0.6666666666666667,3,3,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.5,6,6,0,0,0.0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,8,0.84,16,24,0,0,0.0,1,0,0,0,1,0,0.0,0.3454222227712805,0.0,0.0,0.663670175238511,0.3428094874191737,0.0,0.352271711792098,0.34026375271980913,0.2878059441813752
2,6,0.7742819349962207,756,0,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,0.7130793769938075,73,0,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,0.84,24,16,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5595239655257591,0.5780284574388048,0.0,0.5939831936959536,0.0,0.0
1,1,0.0,2,2,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6974162325436088,0.0,0.716666309089997,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,0.45674740484429055,12,5,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,2,2,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.375,4,4,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,3,5,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.2975206611570247,6,5,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,8,0.7807577692635164,215,46,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,7,7,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.4522476473423266,0.0,0.0,0.8918924068929674,0.0,0.0,0.0
1,1,0.0,3,2,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.7434254867643693,0.0,0.0,0.0,0.6688187688971957,0.0,0.0,0.0
1,1,0.0,13,13,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,3,3,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,0.3368039837030331,31,16,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,3,0.28252551020408156,32,24,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.48531972688682057,0.5013701474492,0.0,0.5152089617269671,0.4976469267437407,0.0
1,1,0.0,0,19,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6974162325436088,0.0,0.716666309089997,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5595239655257591,0.5780284574388048,0.0,0.5939831936959536,0.0,0.0
2,9,0.7205387205387206,13,86,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5595239655257591,0.5780284574388048,0.0,0.5939831936959536,0.0,0.0
2,12,0.8866840236686391,318,7,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.4444444444444444,3,3,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.7387379270010229,0.6739927857256569,0.0,0.0,0.0,0.0,0.0,0.0
2,5,0.5712198685171659,31,6,0,0,0.0,1,0,0,0,0,0,0.6349775251574425,0.0,0.7725306094550102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,3,2,0,0,0.0,1,0,0,0,0,0,0.6745065772223837,0.0,0.0,0.0,0.0,0.0,0.7382688380825405,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0.0,2,6,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.4927999999999999,42,8,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,3,0.625,4,8,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,2,0.08317580340264641,35,11,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5033814256175275,0.5200291799469855,0.0,0.5343830206710884,0.0,0.43659086060678653
2,9,0.8473660420775806,296,16,0,0,0.0,1,0,0,0,0,0,0.6349775251574425,0.0,0.7725306094550102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,3,0.4444444444444444,3,3,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,0.5679012345679012,7,11,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,2,0.397206897882026,38,123,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,0.0,117,0,0,0,0.0,1,0,0,0,0,0,0.41551410742216993,0.0,0.0,0.0,0.0,0.0,0.9095867339254445,0.0,0.0,0.0
1,1,0.0,3,3,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7635074723097361,0.6457989932844411
1,3,0.54,10,10,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,28,4,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,32,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,0.0,43,47,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,2,0.375,4,4,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,66,5,0,0,0.0,1,0,0,0,0,0,0.5341304538093935,0.6106725260888224,0.0,0.0,0.0,0.0,0.5846227195325783,0.0,0.0,0.0
1,1,0.0,13,0,0,0,0.0,1,0,0,0,0,0,0.0,0.462942220205993,0.0,0.0,0.0,0.0,0.8863884592833697,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.712406242016047,0.0,0.0,0.0,0.0,0.0,0.0,0.7017673021284002,0.0
1,1,0.0,3,3,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0.0,2,2,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,16,14,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,5,6,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1,0.0,12,7,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,15,2,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,6,4,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0.0,5,0,1,0,0.0,1,0,0,0,0,0,0.5190149494203392,0.0,0.6314474438958123,0.5761055527207211,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,3,0.45556640625,53,11,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7635074723097361,0.6457989932844411
0,1,0.0,1,1,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.7120500953842104,0.0,0.0,0.7021286646073758,0.0,0.0,0.0
1,2,0.21875,51,13,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.2263203119836077,74,49,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,20,0.8913589715839847,815,107,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,0.0,20,20,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,43,5,0,0,0.0,1,0,0,0,0,0,0.6745065772223837,0.0,0.0,0.0,0.0,0.0,0.7382688380825405,0.0,0.0,0.0
