DIFF_ND,DIFF_NF,DIFF_EN,SIZE_LA,SIZE_LD,PURP_FIX,PURP_MR,SKIP_DOC,SKIP_MET,SKIP_COM,SKIP_FRM,SKIP_BLD,LABEL,CM_dashboard_faqs,CM_dashboard_strings,CM_fix,CM_indonesian,CM_nepali,CM_new,CM_request,CM_translations,CM_update,CM_xml
0,1,0.0,2,2,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0.0,5,5,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,2,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,4,0.634319526627219,44,21,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,6,2,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0.0,3,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0.0,4,2,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0.0,21,32,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0.0,3,7,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,3,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.48,4,16,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,0.5414496527777777,51,45,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,2,2,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,2,2,1,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,10,5,1,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,0.6599999999999999,6,4,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,9,0.07813104129755255,3859,79,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,9,0.619742438563327,77,107,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,31,0.9651097143287289,55,108,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,0.6340394448502558,12,25,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,68,0.9744214603172201,426,301,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,7,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,0.7523629489603025,15,8,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.4444444444444444,3,3,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1,0.0,4,3,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,0.6618962962962963,419,31,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3590954948452761,0.8599860163019993,0.36259409447320556,0.0,0.0
1,1,0.0,6,6,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,7,7,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,12,11,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,8,8,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,0.6801426872770511,17,12,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,6,9,0,0,1,0,0,0,0,0,0.7268881845440985,0.0,0.0,0.0,0.0,0.393128395852433,0.0,0.396958571611253,0.0,0.3993839305343059
1,1,0.0,10,21,0,0,1,0,0,0,0,0,0.7268881845440985,0.0,0.0,0.0,0.0,0.393128395852433,0.0,0.396958571611253,0.0,0.3993839305343059
1,1,0.0,5,5,0,0,1,0,0,0,0,0,0.7268881845440985,0.0,0.0,0.0,0.0,0.393128395852433,0.0,0.396958571611253,0.0,0.3993839305343059
1,1,0.0,2,2,0,0,1,0,0,0,0,0,0.7268881845440985,0.0,0.0,0.0,0.0,0.393128395852433,0.0,0.396958571611253,0.0,0.3993839305343059
1,1,0.0,3,3,0,0,1,0,0,0,0,0,0.7268881845440985,0.0,0.0,0.0,0.0,0.393128395852433,0.0,0.396958571611253,0.0,0.3993839305343059
1,1,0.0,1,2,0,0,1,0,0,0,0,0,0.7268881845440985,0.0,0.0,0.0,0.0,0.393128395852433,0.0,0.396958571611253,0.0,0.3993839305343059
1,1,0.0,3,3,0,0,1,0,0,0,0,0,0.7268881845440985,0.0,0.0,0.0,0.0,0.393128395852433,0.0,0.396958571611253,0.0,0.3993839305343059
1,1,0.0,5,1,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,13,13,0,0,1,0,0,0,0,0,0.7268881845440985,0.0,0.0,0.0,0.0,0.393128395852433,0.0,0.396958571611253,0.0,0.3993839305343059
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,14,1,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,24,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,26,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,9,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,16,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,20,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,19,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,8,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,7,1,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,14,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,23,1,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,43,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,7,1,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,18,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,14,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,21,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,7,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,4,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,4,4,0,0,1,0,0,0,0,0,0.7268881845440985,0.0,0.0,0.0,0.0,0.393128395852433,0.0,0.396958571611253,0.0,0.3993839305343059
1,1,0.0,47,3,0,0,1,0,0,0,0,0,0.7268881845440985,0.0,0.0,0.0,0.0,0.393128395852433,0.0,0.396958571611253,0.0,0.3993839305343059
1,1,0.0,27,0,0,0,1,0,0,0,0,0,0.7268881845440985,0.0,0.0,0.0,0.0,0.393128395852433,0.0,0.396958571611253,0.0,0.3993839305343059
1,1,0.0,17,2,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,13,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,4,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,3,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,12,14,1,0,1,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,0.8150000000000002,64,16,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.3590954948452761,0.8599860163019993,0.36259409447320556,0.0,0.0
1,1,0.0,3,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,3,0,0,0,1,0,0,0,0,0,0.0,0.37826457528631646,0.0,0.7440461368439495,0.0,0.3152654110845504,0.0,0.3183369824792144,0.0,0.32028197497014316
1,1,0.0,3,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,3,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.39418208284819334,0.0,0.0,0.7178058562267136,0.328531891460457,0.0,0.3317327156694095,0.0,0.3337595541345713
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,17,16,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.37826457528631646,0.0,0.7440461368439495,0.0,0.3152654110845504,0.0,0.3183369824792144,0.0,0.32028197497014316
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,3,0.6145404663923183,22,5,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36,38,0.7585755262885789,449,62,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,37,0.7520156210632402,442,62,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3590954948452761,0.8599860163019993,0.36259409447320556,0.0,0.0
2,2,0.4444444444444444,34,8,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,2,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.6085640138408304,43,25,1,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,44,73,1,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,10,0.7627555555555556,53,97,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.411522633744856,16,11,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.4444444444444444,1,2,0,0,1,0,0,0,0,0,0.0,0.0,0.8992570612765342,0.0,0.0,0.4374205502080255,0.0,0.0,0.0,0.0
0,1,0.0,7,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1,0.0,6,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,3,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,20,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,9,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,13,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,3,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,4,0,0,0,1,0,0,0,0,0,0.0,0.39418208284819334,0.0,0.0,0.7178058562267136,0.328531891460457,0.0,0.3317327156694095,0.0,0.3337595541345713
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.39418208284819334,0.0,0.0,0.7178058562267136,0.328531891460457,0.0,0.3317327156694095,0.0,0.3337595541345713
1,1,0.0,53,10,0,0,1,0,0,0,0,0,0.7268881845440985,0.0,0.0,0.0,0.0,0.393128395852433,0.0,0.396958571611253,0.0,0.3993839305343059
1,1,0.0,27,0,0,0,1,0,0,0,0,0,0.7268881845440985,0.0,0.0,0.0,0.0,0.393128395852433,0.0,0.396958571611253,0.0,0.3993839305343059
1,1,0.0,3,3,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,193,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,30,0,0,0,1,0,0,0,0,0,0.7268881845440985,0.0,0.0,0.0,0.0,0.393128395852433,0.0,0.396958571611253,0.0,0.3993839305343059
1,1,0.0,30,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
2,17,0.9403122130394858,17,16,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.46153846153846156,2,11,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,3,0.6399999999999999,7,8,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0.0,12,12,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,3,0.5381944444444444,11,13,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,17,0.8912627551020408,82,30,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.375,9,3,0,0,1,0,0,0,0,0,0.0,0.0,0.6513527838565346,0.0,0.0,0.0,0.758775033170137,0.0,0.0,0.0
6,18,0.9296734930936088,92,107,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,2,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,3,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,6,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,5,0,0,0,1,0,0,0,0,0,0.0,0.37826457528631646,0.0,0.7440461368439495,0.0,0.3152654110845504,0.0,0.3183369824792144,0.0,0.32028197497014316
1,1,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.37826457528631646,0.0,0.7440461368439495,0.0,0.3152654110845504,0.0,0.3183369824792144,0.0,0.32028197497014316
1,1,0.0,4,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,2,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,6,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,6,0,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,4,0,0,1,0,0,0,0,0,0.0,0.39418208284819334,0.0,0.0,0.7178058562267136,0.328531891460457,0.0,0.3317327156694095,0.0,0.3337595541345713
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,4,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.5661556452006128,0.0,0.0,0.0,0.47186362108296226,0.0,0.4764608992801327,0.0,0.47937200581919637
