DIFF_ND,DIFF_NF,DIFF_EN,SIZE_LA,SIZE_LD,PURP_FIX,PURP_MR,SKIP_DOC,SKIP_MET,SKIP_COM,SKIP_FRM,SKIP_BLD,LABEL,CM_bot,CM_com,CM_dependabot,CM_github,CM_https,CM_maven,CM_merge,CM_pull,CM_release,CM_request
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.683801089475999,0.6406135532002002,0.0,0.34932842066979186,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,53,0.9453516194312325,1139,18,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,1,0.0,2,2,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.5,2,2,0,0,1,0,0,0,0,0,0.5846819155286007,0.27387727598218664,0.0,0.2986921391165225,0.0,0.7027953481522053,0.0,0.0,0.0,0.0
2,2,0.5,2,2,0,0,1,0,0,0,0,0,0.5846819155286007,0.27387727598218664,0.0,0.2986921391165225,0.0,0.7027953481522053,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.5846819155286007,0.27387727598218664,0.0,0.2986921391165225,0.0,0.7027953481522053,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,1,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,3,3,0,0,1,0,0,0,0,0,0.6646990111589801,0.31135896235081945,0.0,0.6791397655329091,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,4,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.683801089475999,0.6406135532002002,0.0,0.34932842066979186,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
37,38,0.8136946019743749,69,69,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7753288177255254,0.0,0.0,0.6315577759827988,0.0
37,38,0.8136946019743749,69,69,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5231314913737646,0.0,0.0,0.8522519831206384,0.0
1,1,0.0,2,2,1,0,1,0,0,0,0,0,0.0,0.529522841737,0.0,0.5775006697517013,0.621368277686517,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.683801089475999,0.6406135532002002,0.0,0.34932842066979186,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,25,16,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.5,2,2,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.683801089475999,0.6406135532002002,0.0,0.34932842066979186,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0.6111111111111112,11,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,3,3,0,0,1,0,0,0,0,0,0.6646990111589801,0.31135896235081945,0.0,0.6791397655329091,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.683801089475999,0.6406135532002002,0.0,0.34932842066979186,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.08066481994459829,61,34,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,17,0.9408284023668638,17,139,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.3569497025419146,34,9,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,16,0.9375,0,16,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,3,3,0,0,1,0,0,0,0,0,0.6646990111589801,0.31135896235081945,0.0,0.6791397655329091,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,3,3,0,0,1,0,0,0,0,0,0.6646990111589801,0.31135896235081945,0.0,0.6791397655329091,0.0,0.0,0.0,0.0,0.0,0.0
3,12,0.845318618725525,121,91,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,3,3,0,0,1,0,0,0,0,0,0.6646990111589801,0.31135896235081945,0.0,0.6791397655329091,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.5846819155286007,0.27387727598218664,0.0,0.2986921391165225,0.0,0.7027953481522053,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.5846819155286007,0.27387727598218664,0.0,0.2986921391165225,0.0,0.7027953481522053,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.5846819155286007,0.27387727598218664,0.0,0.2986921391165225,0.0,0.7027953481522053,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.5846819155286007,0.27387727598218664,0.0,0.2986921391165225,0.0,0.7027953481522053,0.0,0.0,0.0,0.0
1,1,0.0,2,2,0,0,1,0,0,0,0,0,0.5846819155286007,0.27387727598218664,0.0,0.2986921391165225,0.0,0.7027953481522053,0.0,0.0,0.0,0.0
1,1,0.0,0,6,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.18836565096952906,38,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.2603550295857988,12,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.5846819155286007,0.27387727598218664,0.0,0.2986921391165225,0.0,0.7027953481522053,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.5846819155286007,0.27387727598218664,0.0,0.2986921391165225,0.0,0.7027953481522053,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.683801089475999,0.6406135532002002,0.0,0.34932842066979186,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,3,3,0,0,1,0,0,0,0,0,0.6646990111589801,0.31135896235081945,0.0,0.6791397655329091,0.0,0.0,0.0,0.0,0.0,0.0
13,13,0.888525564803805,232,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.4651200286937544,0.0,0.5072625898525144,0.5457948333237069,0.0,0.0,0.47797073525602796,0.0,0.0
2,2,0.5,5,3,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,3,3,0,0,1,0,0,0,0,0,0.6646990111589801,0.31135896235081945,0.0,0.6791397655329091,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.5,2,2,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.5846819155286007,0.27387727598218664,0.0,0.2986921391165225,0.0,0.7027953481522053,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.5846819155286007,0.27387727598218664,0.0,0.2986921391165225,0.0,0.7027953481522053,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,1,0,0.2867597956756607,0.5372972182993172,0.3166610561671292,0.5859794497357951,0.4203274102967119,0.0,0.0,0.0,0.09359084858885519,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.5846819155286007,0.27387727598218664,0.0,0.2986921391165225,0.0,0.7027953481522053,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.5846819155286007,0.27387727598218664,0.0,0.2986921391165225,0.0,0.7027953481522053,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.5846819155286007,0.27387727598218664,0.0,0.2986921391165225,0.0,0.7027953481522053,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.5846819155286007,0.27387727598218664,0.0,0.2986921391165225,0.0,0.7027953481522053,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.7368879155047816,0.34517375968466923,0.0,0.3764484960548977,0.0,0.4428744804413254,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.5846819155286007,0.27387727598218664,0.0,0.2986921391165225,0.0,0.7027953481522053,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.5846819155286007,0.27387727598218664,0.0,0.2986921391165225,0.0,0.7027953481522053,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,3,3,0,0,1,0,0,0,0,0,0.6646990111589801,0.31135896235081945,0.0,0.6791397655329091,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.5,2,2,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.8218842011996117,0.3849878031439372,0.0,0.4198699218197006,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.7953994495597537,0.37258178982021195,0.0,0.0,0.0,0.4780402969775753,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.9055734080162646,0.4241895834338794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,3,4,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.9055734080162646,0.4241895834338794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.5,2,2,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6857723082345415,0.0,0.7278161452308329,0.0
4,5,0.6868512110726643,26,8,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,5,0.6868512110726643,8,26,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,1,0,0,1,0,0,0,0,0,0.6126496669931194,0.2869779575374288,0.0,0.0,0.0,0.736412953050709,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.6126496669931194,0.2869779575374288,0.0,0.0,0.0,0.736412953050709,0.0,0.0,0.0,0.0
